#Associated Gene Name	Strand	Ensembl Transcript ID	Transcription Start Site (TSS)	Chromosome Name
RNU6-790P	1	ENST00000384479	101803227	14
RNU6-791P	-1	ENST00000410467	222503735	1
RNU6-792P	-1	ENST00000363490	111490423	1
RNU6-793P	1	ENST00000384233	14646535	6
RNU6-794P	-1	ENST00000517261	35231394	10
RNU6-795P	-1	ENST00000516323	38043975	10
RNU6-796P	-1	ENST00000391086	84939723	15
RNU6-797P	-1	ENST00000363101	140209671	7
RNU6-798P	-1	ENST00000516912	97193025	9
RNU6-799P	1	ENST00000363567	15311345	17
RNU6-79P	-1	ENST00000362511	72881214	13
RNU6-8	-1	ENST00000365467	32203269	14
RNU6-800P	1	ENST00000384473	10582817	X
RNU6-801P	-1	ENST00000364087	19642529	6
RNU6-802P	-1	ENST00000384412	24352157	14
RNU6-803P	-1	ENST00000516034	53719165	19
RNU6-804P	-1	ENST00000384286	86663250	5
RNU6-805P	1	ENST00000365643	72391964	10
RNU6-806P	-1	ENST00000365147	60304151	5
RNU6-807P	-1	ENST00000516805	101648312	15
RNU6-808P	1	ENST00000391233	95290692	12
RNU6-809P	-1	ENST00000384461	64029000	1
RNU6-80P	-1	ENST00000384195	72706123	13
RNU6-810P	1	ENST00000364001	29134014	22
RNU6-811P	1	ENST00000384069	37135237	10
RNU6-812P	1	ENST00000363178	78882628	2
RNU6-813P	-1	ENST00000384691	151615879	6
RNU6-815P	-1	ENST00000384080	20507756	3
RNU6-816P	1	ENST00000390914	15701459	22
RNU6-817P	-1	ENST00000391083	116413869	1
RNU6-818P	1	ENST00000364837	88201703	4
RNU6-819P	-1	ENST00000364116	47131887	8
RNU6-81P	1	ENST00000365608	63783801	13
RNU6-820P	-1	ENST00000384273	68935979	9
RNU6-821P	-1	ENST00000390995	198071417	3
RNU6-822P	-1	ENST00000362707	20269070	3
RNU6-823P	-1	ENST00000391042	128141977	3
RNU6-824P	-1	ENST00000363724	154825279	6
RNU6-826P	1	ENST00000516827	49036352	17
RNU6-827P	1	ENST00000365553	78882447	2
RNU6-828P	1	ENST00000364876	10163268	1
RNU6-829P	1	ENST00000363700	93375556	9
RNU6-82P	1	ENST00000363970	28232501	13
RNU6-830P	1	ENST00000516353	55398514	1
RNU6-831P	-1	ENST00000384548	3894805	18
RNU6-832P	1	ENST00000363319	69125270	7
RNU6-833P	1	ENST00000363486	73279062	10
RNU6-834P	1	ENST00000362367	49593104	12
RNU6-835P	-1	ENST00000516974	87996448	14
RNU6-836P	1	ENST00000362920	41084607	4
RNU6-837P	-1	ENST00000391056	17071505	12
RNU6-838P	-1	ENST00000363399	48106188	4
RNU6-839P	1	ENST00000363347	109239639	10
RNU6-83P	1	ENST00000384568	99025234	13
RNU6-840P	1	ENST00000517275	35093909	17
RNU6-841P	-1	ENST00000383872	49764630	19
RNU6-842P	1	ENST00000384269	13044350	8
RNU6-843P	-1	ENST00000384454	12411501	2
RNU6-844P	-1	ENST00000517175	57405175	15
RNU6-845P	-1	ENST00000362578	46556191	16
RNU6-847P	1	ENST00000411115	34926775	10
RNU6-848P	1	ENST00000515948	130622838	2
RNU6-849P	-1	ENST00000384091	79912208	7
RNU6-850P	-1	ENST00000516934	31757053	6
RNU6-851P	-1	ENST00000384565	38884666	2
RNU6-853P	1	ENST00000364306	168885355	4
RNU6-854P	1	ENST00000364036	77837289	X
RNU6-855P	1	ENST00000410395	112137797	9
RNU6-856P	-1	ENST00000516959	52551943	3
RNU6-857P	1	ENST00000515893	30984106	18
RNU6-858P	1	ENST00000362436	197894507	3
RNU6-859P	-1	ENST00000362728	43919901	21
RNU6-860P	1	ENST00000410860	198196746	3
RNU6-861P	-1	ENST00000516745	129436980	6
RNU6-862P	-1	ENST00000362804	16137872	17
RNU6-863P	1	ENST00000515989	76087444	7
RNU6-864P	-1	ENST00000516256	28982410	14
RNU6-865P	1	ENST00000364772	100952627	3
RNU6-867P	1	ENST00000364956	76244968	X
RNU6-868P	-1	ENST00000517241	48109410	4
RNU6-869P	1	ENST00000384409	126504763	8
RNU6-870P	-1	ENST00000516994	43023637	1
RNU6-871P	-1	ENST00000516122	59450772	12
RNU6-872P	1	ENST00000516085	28743208	21
RNU6-873P	-1	ENST00000363833	87742649	3
RNU6-874P	1	ENST00000362390	129202966	11
RNU6-875P	1	ENST00000516488	123342414	8
RNU6-876P	-1	ENST00000391295	128993340	11
RNU6-877P	1	ENST00000383868	51382308	1
RNU6-878P	1	ENST00000384578	2321718	11
RNU6-879P	1	ENST00000364328	57415296	12
RNU6-880P	1	ENST00000384526	42991438	1
RNU6-881P	1	ENST00000516813	131126990	9
RNU6-882P	-1	ENST00000391025	9919153	3
RNU6-883P	-1	ENST00000384597	73529157	10
RNU6-884P	-1	ENST00000363889	151022852	1
RNU6-885P	-1	ENST00000516607	42832550	10
RNU6-886P	-1	ENST00000384319	37434573	14
RNU6-887P	1	ENST00000410660	39399149	4
RNU6-888P	-1	ENST00000363010	138123111	5
RNU6-889P	1	ENST00000517189	2098167	10
RNU6-890P	1	ENST00000384121	42664162	6
RNU6-891P	1	ENST00000384280	70852130	4
RNU6-892P	1	ENST00000410335	20229779	8
RNU6-893P	-1	ENST00000458841	112032598	11
RNU6-894P	1	ENST00000517094	31348192	X
RNU6-895P	1	ENST00000384125	41298163	8
RNU6-896P	1	ENST00000362376	153681447	6
RNU6-897P	1	ENST00000517135	104766822	6
RNU6-898P	-1	ENST00000365627	69007155	16
RNU6-899P	-1	ENST00000363947	58026812	11
RNU6-9	1	ENST00000384776	893484	19
RNU6-900P	1	ENST00000384498	37891347	22
RNU6-901P	-1	ENST00000384593	153471571	3
RNU6-902P	-1	ENST00000517212	44085303	19
RNU6-903P	-1	ENST00000391270	9618072	18
RNU6-904P	-1	ENST00000516206	141167357	2
RNU6-905P	-1	ENST00000384434	14531088	3
RNU6-906P	-1	ENST00000384700	111008376	6
RNU6-907P	1	ENST00000390924	89130852	4
RNU6-908P	1	ENST00000410160	29711915	10
RNU6-909P	1	ENST00000517058	28624657	5
RNU6-910P	-1	ENST00000390844	196341715	3
RNU6-911P	1	ENST00000516523	139448740	7
RNU6-912P	1	ENST00000363800	65814672	7
RNU6-913P	-1	ENST00000390913	61664239	5
RNU6-914P	-1	ENST00000516749	98192313	8
RNU6-915P	-1	ENST00000364943	195670474	2
RNU6-916P	-1	ENST00000516088	6937020	18
RNU6-917P	-1	ENST00000516294	1529159	20
RNU6-918P	1	ENST00000391219	98032230	9
RNU6-919P	1	ENST00000516731	49794811	20
RNU6-920P	-1	ENST00000410926	29641702	17
RNU6-921P	-1	ENST00000384361	68736028	14
RNU6-922P	-1	ENST00000516753	23613759	3
RNU6-923P	-1	ENST00000364753	33888162	5
RNU6-924P	-1	ENST00000362926	46306577	19
RNU6-925P	-1	ENST00000384629	89900824	8
RNU6-926P	1	ENST00000384075	26190707	21
RNU6-927P	1	ENST00000516199	124901512	12
RNU6-928P	1	ENST00000516876	66638271	17
RNU6-929P	-1	ENST00000384429	56786087	20
RNU6-930P	1	ENST00000390938	28915645	6
RNU6-931P	1	ENST00000363850	45480030	4
RNU6-932P	-1	ENST00000391108	157985894	2
RNU6-933P	-1	ENST00000384424	60985167	11
RNU6-934P	1	ENST00000365154	101325404	X
RNU6-935P	1	ENST00000410371	50649641	X
RNU6-936P	1	ENST00000384005	24676309	2
RNU6-937P	-1	ENST00000384325	35928675	20
RNU6-938P	-1	ENST00000411285	75409188	17
RNU6-939P	-1	ENST00000384634	37331876	2
RNU6-940P	1	ENST00000363433	48975543	12
RNU6-941P	1	ENST00000516346	7378672	Y
RNU6-942P	1	ENST00000363002	26042675	2
RNU6-943P	-1	ENST00000516960	7889279	11
RNU6-944P	1	ENST00000364023	20784509	16
RNU6-945P	-1	ENST00000383947	40299584	19
RNU6-946P	-1	ENST00000383878	26790646	10
RNU6-947P	1	ENST00000516264	244954858	1
RNU6-948P	-1	ENST00000516374	121192903	4
RNU6-949P	-1	ENST00000384040	27675709	1
RNU6-950P	-1	ENST00000384651	54317887	12
RNU6-951P	1	ENST00000362733	38147415	2
RNU6-952P	1	ENST00000391164	102313722	11
RNU6-953P	-1	ENST00000459154	45354885	15
RNU6-954P	-1	ENST00000411355	13968595	21
RNU6-955P	-1	ENST00000410497	4619852	17
RNU6-956P	1	ENST00000458868	94712409	7
RNU6-957P	-1	ENST00000363652	110722348	6
RNU6-958P	1	ENST00000516995	43408307	2
RNU6-959P	1	ENST00000384671	191121950	2
RNU6-95P	1	ENST00000384697	68003895	4
RNU6-960P	-1	ENST00000364056	111091332	6
RNU6-961P	1	ENST00000363893	20175805	2
RNU6-962P	1	ENST00000516426	13051342	4
RNU6-963P	-1	ENST00000363477	126553402	5
RNU6-964P	-1	ENST00000516524	229937882	2
RNU6-965P	-1	ENST00000516721	101728737	1
RNU6-966P	1	ENST00000516479	44973558	15
RNU6-967P	-1	ENST00000365024	31787255	19
RNU6-968P	1	ENST00000384076	235915415	1
RNU6-969P	-1	ENST00000383900	52805212	1
RNU6-96P	1	ENST00000410432	66395191	7
RNU6-970P	-1	ENST00000516312	92969710	1
RNU6-971P	1	ENST00000516920	43473585	17
RNU6-972P	1	ENST00000391208	136773999	X
RNU6-973P	-1	ENST00000364690	65859766	7
RNU6-974P	-1	ENST00000384099	82001327	X
RNU6-975P	1	ENST00000384296	73464073	6
RNU6-976P	1	ENST00000516086	84739942	14
RNU6-977P	1	ENST00000516411	83021890	12
RNU6-978P	1	ENST00000364371	19883614	15
RNU6-979P	-1	ENST00000383896	28118219	7
RNU6-97P	1	ENST00000363387	76752912	17
RNU6-980P	-1	ENST00000516925	53733083	19
RNU6-981P	-1	ENST00000411159	39482590	17
RNU6-982P	-1	ENST00000516216	53745105	19
RNU6-983P	-1	ENST00000516004	194488205	1
RNU6-984P	-1	ENST00000363236	109196309	9
RNU6-985P	-1	ENST00000410182	137687994	X
RNU6-986P	-1	ENST00000363133	27475595	2
RNU6-987P	1	ENST00000384759	25383599	6
RNU6-989P	-1	ENST00000362756	187270804	2
RNU6-98P	-1	ENST00000384173	132580223	X
RNU6-990P	1	ENST00000364385	30360463	17
RNU6-991P	-1	ENST00000516168	8292263	1
RNU6-992P	1	ENST00000363343	36066545	21
RNU6-993P	-1	ENST00000517153	2503141	19
RNU6-994P	1	ENST00000410507	63337339	20
RNU6-995P	1	ENST00000391244	80936434	X
RNU6-996P	-1	ENST00000365438	107663246	9
RNU6-997P	-1	ENST00000384725	53570480	2
RNU6-998P	1	ENST00000515894	57002692	4
RNU6-999P	1	ENST00000515945	245043928	1
RNU6-99P	1	ENST00000364721	39261107	11
RNU6ATAC	-1	ENST00000408749	134164564	9
RNU6ATAC10P	1	ENST00000408635	129974891	5
RNU6ATAC11P	1	ENST00000408541	43341786	10
RNU6ATAC12P	1	ENST00000516542	131385249	11
RNU6ATAC13P	1	ENST00000516152	170891467	4
RNU6ATAC14P	1	ENST00000516218	176664676	2
RNU6ATAC15P	-1	ENST00000408279	110551965	3
RNU6ATAC16P	1	ENST00000408591	52560570	3
RNU6ATAC17P	1	ENST00000516074	25611153	20
RNU6ATAC18P	-1	ENST00000408413	12570072	1
RNU6ATAC19P	1	ENST00000408096	181738606	2
RNU6ATAC20P	-1	ENST00000408436	22130729	18
RNU6ATAC21P	1	ENST00000408656	10222036	6
RNU6ATAC22P	-1	ENST00000516794	41722131	22
RNU6ATAC23P	1	ENST00000408448	139885481	X
RNU6ATAC24P	-1	ENST00000516811	195523221	3
RNU6ATAC25P	1	ENST00000408798	70852698	16
RNU6ATAC26P	1	ENST00000388106	57619447	3
RNU6ATAC27P	1	ENST00000408289	28481362	1
RNU6ATAC28P	1	ENST00000459249	83750384	14
RNU6ATAC29P	-1	ENST00000408088	51611562	3
RNU6ATAC2P	-1	ENST00000387943	56297689	5
RNU6ATAC30P	1	ENST00000408187	49684544	14
RNU6ATAC31P	-1	ENST00000408513	88206552	4
RNU6ATAC32P	-1	ENST00000516026	54152882	8
RNU6ATAC33P	-1	ENST00000408647	10399317	11
RNU6ATAC34P	-1	ENST00000408879	18611167	20
RNU6ATAC35P	1	ENST00000609276	220825620	1
RNU6ATAC36P	1	ENST00000516875	76948791	5
RNU6ATAC37P	1	ENST00000408328	7576841	2
RNU6ATAC38P	1	ENST00000408119	45778698	20
RNU6ATAC39P	1	ENST00000516309	12456483	10
RNU6ATAC3P	1	ENST00000387974	46921124	17
RNU6ATAC40P	1	ENST00000408580	144451681	7
RNU6ATAC41P	-1	ENST00000408600	100739927	8
RNU6ATAC42P	1	ENST00000408637	64939023	12
RNU6ATAC4P	-1	ENST00000387446	36968316	3
RNU6ATAC5P	1	ENST00000388104	73026748	4
RNU6ATAC6P	1	ENST00000408132	87910220	3
RNU6ATAC7P	-1	ENST00000408111	31563894	17
RNU6ATAC8P	1	ENST00000408460	102421197	8
RNU6ATAC9P	1	ENST00000516210	54859215	14
RNU6V	-1	ENST00000384105	109591640	1
RNU7-1	1	ENST00000458811	6943816	12
RNU7-102P	-1	ENST00000458948	69110574	8
RNU7-103P	-1	ENST00000459238	589589	12
RNU7-104P	-1	ENST00000459398	178831449	2
RNU7-105P	1	ENST00000516110	72621766	11
RNU7-106P	-1	ENST00000459514	80068757	12
RNU7-107P	-1	ENST00000459121	50590712	10
RNU7-110P	1	ENST00000516891	33414150	3
RNU7-111P	1	ENST00000516836	89897576	15
RNU7-113P	-1	ENST00000459273	20246387	2
RNU7-115P	-1	ENST00000516433	64825819	17
RNU7-116P	1	ENST00000516940	63736444	14
RNU7-119P	-1	ENST00000459279	73594002	3
RNU7-11P	1	ENST00000516987	39621012	4
RNU7-120P	-1	ENST00000459334	89282285	12
RNU7-121P	-1	ENST00000516604	39723627	1
RNU7-123P	-1	ENST00000515911	63536770	1
RNU7-124P	-1	ENST00000515936	37936768	9
RNU7-125P	1	ENST00000458760	14643788	16
RNU7-126P	-1	ENST00000459120	25598625	4
RNU7-127P	1	ENST00000458845	236037250	2
RNU7-128P	1	ENST00000517247	48180328	3
RNU7-129P	1	ENST00000516128	12400412	18
RNU7-12P	-1	ENST00000516030	27232316	10
RNU7-130P	-1	ENST00000459491	35633024	5
RNU7-133P	1	ENST00000459188	14156462	6
RNU7-134P	-1	ENST00000458997	57685592	17
RNU7-136P	-1	ENST00000458819	160472416	3
RNU7-137P	-1	ENST00000516788	18095632	20
RNU7-138P	1	ENST00000459479	10744186	2
RNU7-13P	-1	ENST00000516413	184821489	1
RNU7-140P	-1	ENST00000459546	10551092	19
RNU7-141P	-1	ENST00000459304	59852728	20
RNU7-143P	1	ENST00000516781	23450658	7
RNU7-144P	-1	ENST00000459405	48494309	20
RNU7-147P	1	ENST00000459118	199191059	2
RNU7-148P	-1	ENST00000459595	167631541	2
RNU7-149P	-1	ENST00000516739	98966873	4
RNU7-14P	-1	ENST00000459331	53668758	20
RNU7-151P	-1	ENST00000516930	102837099	4
RNU7-152P	-1	ENST00000458982	155655026	6
RNU7-153P	1	ENST00000516455	14319455	8
RNU7-154P	1	ENST00000516194	122081720	7
RNU7-155P	-1	ENST00000459033	71298218	17
RNU7-156P	-1	ENST00000517214	143542587	5
RNU7-157P	1	ENST00000459600	57227001	7
RNU7-158P	-1	ENST00000516893	183169417	4
RNU7-159P	-1	ENST00000459284	102903953	11
RNU7-160P	1	ENST00000516660	103550345	14
RNU7-161P	-1	ENST00000517289	40911128	5
RNU7-163P	-1	ENST00000459467	163470266	3
RNU7-164P	-1	ENST00000459221	40535563	X
RNU7-165P	1	ENST00000458864	113353425	10
RNU7-167P	1	ENST00000459160	35249772	22
RNU7-169P	1	ENST00000459456	108668448	12
RNU7-170P	1	ENST00000459303	121908103	12
RNU7-171P	1	ENST00000459581	128543916	9
RNU7-172P	-1	ENST00000517125	54167007	2
RNU7-173P	-1	ENST00000458903	47827044	20
RNU7-174P	1	ENST00000516248	80560567	8
RNU7-175P	-1	ENST00000515915	75538658	5
RNU7-176P	-1	ENST00000458792	10815546	2
RNU7-179P	-1	ENST00000516608	15608145	1
RNU7-180P	-1	ENST00000459240	146245253	5
RNU7-181P	-1	ENST00000517234	130004601	8
RNU7-182P	1	ENST00000459009	127017421	2
RNU7-183P	1	ENST00000516598	185434244	1
RNU7-185P	1	ENST00000459215	8797135	9
RNU7-186P	-1	ENST00000458818	47259420	17
RNU7-187P	1	ENST00000458985	112977353	11
RNU7-188P	1	ENST00000517063	96377857	7
RNU7-18P	1	ENST00000516365	196072819	3
RNU7-190P	-1	ENST00000459241	117139775	2
RNU7-192P	-1	ENST00000516466	188716725	4
RNU7-193P	1	ENST00000516723	43458065	10
RNU7-194P	1	ENST00000459053	150209706	4
RNU7-195P	1	ENST00000458793	89120779	15
RNU7-196P	-1	ENST00000459020	73828073	5
RNU7-197P	-1	ENST00000458836	148991633	4
RNU7-19P	1	ENST00000459135	73027808	3
RNU7-200P	1	ENST00000516105	20841241	1
RNU7-20P	1	ENST00000515903	148821012	7
RNU7-21P	1	ENST00000459430	132963732	9
RNU7-22P	1	ENST00000516673	32173684	10
RNU7-23P	1	ENST00000459465	66919762	11
RNU7-24P	-1	ENST00000458867	24400117	16
RNU7-25P	1	ENST00000516544	3093568	18
RNU7-26P	-1	ENST00000458980	27897566	6
RNU7-27P	1	ENST00000459281	128344081	7
RNU7-28P	-1	ENST00000516759	9843876	11
RNU7-29P	-1	ENST00000516620	26602432	1
RNU7-2P	1	ENST00000516096	146145156	2
RNU7-30P	1	ENST00000516835	91091077	14
RNU7-34P	1	ENST00000459394	118758211	5
RNU7-35P	1	ENST00000517174	43194421	7
RNU7-37P	-1	ENST00000515898	120503096	X
RNU7-38P	-1	ENST00000459501	71844794	10
RNU7-3P	1	ENST00000516435	149516956	6
RNU7-40P	-1	ENST00000516397	56352450	12
RNU7-41P	-1	ENST00000515917	34845360	14
RNU7-43P	1	ENST00000516554	8511125	17
RNU7-45P	1	ENST00000459460	201141904	2
RNU7-46P	-1	ENST00000459066	98840736	2
RNU7-47P	1	ENST00000515978	142801207	3
RNU7-48P	1	ENST00000458875	70513294	6
RNU7-49P	1	ENST00000516182	14478892	11
RNU7-4P	1	ENST00000516961	68911921	12
RNU7-50P	1	ENST00000459175	3781395	11
RNU7-51P	1	ENST00000516560	83048579	14
RNU7-52P	1	ENST00000516172	62383104	17
RNU7-53P	-1	ENST00000516705	130386680	5
RNU7-54P	-1	ENST00000459236	128443510	7
RNU7-55P	-1	ENST00000459426	9072516	8
RNU7-56P	1	ENST00000458744	16767844	X
RNU7-57P	1	ENST00000459540	154338743	1
RNU7-59P	-1	ENST00000459101	77566994	11
RNU7-60P	1	ENST00000515938	11546479	12
RNU7-61P	-1	ENST00000515897	30483195	16
RNU7-62P	-1	ENST00000458856	64384459	1
RNU7-63P	-1	ENST00000459054	8705517	16
RNU7-65P	-1	ENST00000516648	49344861	6
RNU7-66P	-1	ENST00000459469	66728904	6
RNU7-67P	1	ENST00000459003	101307367	8
RNU7-69P	-1	ENST00000516369	123772139	X
RNU7-6P	1	ENST00000516845	51904969	20
RNU7-70P	-1	ENST00000516941	112634784	1
RNU7-71P	-1	ENST00000516059	72821992	16
RNU7-73P	-1	ENST00000458743	37573213	3
RNU7-74P	-1	ENST00000459104	40377513	4
RNU7-75P	1	ENST00000516071	37327135	5
RNU7-77P	1	ENST00000517245	35135443	10
RNU7-79P	-1	ENST00000516082	85389884	15
RNU7-7P	1	ENST00000458919	38608215	X
RNU7-80P	-1	ENST00000459562	67772653	1
RNU7-81P	1	ENST00000516698	54850289	2
RNU7-84P	-1	ENST00000516083	106729856	8
RNU7-85P	-1	ENST00000458851	79800195	8
RNU7-87P	-1	ENST00000459343	66630776	13
RNU7-88P	1	ENST00000458752	59480070	13
RNU7-8P	1	ENST00000515958	77420325	1
RNU7-90P	1	ENST00000459216	72673503	16
RNU7-92P	1	ENST00000458830	47904348	20
RNU7-93P	1	ENST00000459520	36405214	14
RNU7-94P	-1	ENST00000459576	106282989	12
RNU7-95P	-1	ENST00000459222	53688812	1
RNU7-96P	-1	ENST00000459535	97913117	2
RNU7-97P	-1	ENST00000459399	42440259	17
RNU7-99P	1	ENST00000516271	6748908	16
RNU7-9P	1	ENST00000459349	229606238	2
RNVU1-10	-1	ENST00000384610	148362533	1
RNVU1-14	1	ENST00000384770	145281116	1
RNVU1-14	1	ENST00000618589	145281116	1
RNVU1-15	1	ENST00000384476	144412576	1
RNVU1-17	-1	ENST00000384619	143699619	1
RNVU1-18	-1	ENST00000384010	143729570	1
RNVU1-19	-1	ENST00000613023	120850985	1
RNVU1-2	-1	ENST00000516326	148385963	1
RNVU1-3	1	ENST00000364313	148402715	1
RNVU1-4	1	ENST00000612985	120942600	1
RNVU1-6	-1	ENST00000364688	146052244	1
RNVU1-7	-1	ENST00000383858	148038916	1
RNVU1-8	1	ENST00000364272	147079746	1
RP1-101G11.3	1	ENST00000624442	34641179	22
RP1-102E24.8	1	ENST00000541888	6393905	12
RP1-104O17.1	1	ENST00000433637	97702281	6
RP1-104O17.2	1	ENST00000417315	97707759	6
RP1-104O17.3	-1	ENST00000432438	97717197	6
RP1-105O18.1	-1	ENST00000446322	112481636	6
RP1-10C16.1	-1	ENST00000457405	168774490	1
RP1-111B22.3	-1	ENST00000607298	108030718	6
RP1-111C20.3	-1	ENST00000446887	159065273	6
RP1-111D6.3	1	ENST00000451095	149217926	6
RP1-111D6.3	1	ENST00000443992	149218001	6
RP1-111D6.3	1	ENST00000445901	149218698	6
RP1-116K23.1	1	ENST00000542804	126168235	12
RP1-117P20.3	-1	ENST00000454271	169764648	1
RP1-122K4.2	1	ENST00000448948	13955393	X
RP1-122K4.3	-1	ENST00000391359	13988820	X
RP1-122P22.2	1	ENST00000432334	19757708	20
RP1-122P22.2	1	ENST00000412571	19758148	20
RP1-122P22.2	1	ENST00000426012	19799573	20
RP1-122P22.4	-1	ENST00000598007	19758037	20
RP1-124C6.1	-1	ENST00000430728	113432641	6
RP1-124C6.1	-1	ENST00000421737	113433421	6
RP1-125N5.2	1	ENST00000436492	168716606	6
RP1-127L4.7	1	ENST00000436294	32141267	22
RP1-128O3.4	1	ENST00000419801	108275642	6
RP1-12G14.5	1	ENST00000446392	149561152	6
RP1-135L22.1	-1	ENST00000426374	21355296	6
RP1-136B1.1	1	ENST00000606542	2437549	6
RP1-137D17.1	-1	ENST00000433388	169388385	6
RP1-137D17.1	-1	ENST00000440168	169388385	6
RP1-137D17.2	-1	ENST00000607876	169427069	6
RP1-137K24.1	-1	ENST00000511443	15266541	5
RP1-140J1.1	1	ENST00000427145	153174518	1
RP1-140K8.1	1	ENST00000450255	3893126	6
RP1-140K8.1	1	ENST00000445883	3893840	6
RP1-140K8.5	-1	ENST00000566733	3911979	6
RP1-142L7.8	-1	ENST00000605586	112234758	6
RP1-142L7.9	-1	ENST00000603682	112219570	6
RP1-148H17.1	-1	ENST00000437920	47412327	20
RP1-149A16.17	1	ENST00000444848	32383786	22
RP1-149A16.19	1	ENST00000625072	32348584	22
RP1-149A16.3	1	ENST00000420171	32376664	22
RP1-149C7.1	-1	ENST00000564251	92388827	6
RP1-150O5.3	-1	ENST00000451217	23550915	1
RP1-151F17.2	1	ENST00000606924	16764346	6
RP1-153G14.4	-1	ENST00000607727	27406964	6
RP1-153P14.5	1	ENST00000414875	37545145	6
RP1-153P14.8	1	ENST00000570443	37507348	6
RP1-154K9.2	1	ENST00000411879	42252459	X
RP1-154K9.2	1	ENST00000440002	42456578	X
RP1-155D22.1	-1	ENST00000451328	164109694	6
RP1-155D22.2	-1	ENST00000564697	164085661	6
RP1-156L9.1	-1	ENST00000419784	131994161	2
RP1-158P9.1	1	ENST00000435828	56145721	1
RP1-159G19.1	-1	ENST00000438797	79807225	6
RP1-15D23.2	1	ENST00000432694	172775905	1
RP1-163M9.7	1	ENST00000624517	16701546	1
RP1-166H1.2	1	ENST00000536933	120389546	12
RP1-166H4.2	-1	ENST00000563807	45576770	6
RP1-167G20.1	-1	ENST00000513157	16440081	5
RP1-167O22.1	1	ENST00000623256	21569976	20
RP1-167O22.1	1	ENST00000622928	21570138	20
RP1-167O22.1	1	ENST00000624367	21612548	20
RP1-167O22.1	1	ENST00000624385	21612644	20
RP1-170O19.14	-1	ENST00000523331	27193448	7
RP1-170O19.17	-1	ENST00000523608	27241228	7
RP1-170O19.22	-1	ENST00000467897	27152561	7
RP1-170O19.23	-1	ENST00000498652	27152598	7
RP1-170O19.25	1	ENST00000518886	27247368	7
RP1-171K16.5	1	ENST00000412163	141625864	X
RP1-172N19.1	-1	ENST00000596535	72782594	X
RP1-177I10.1	-1	ENST00000434493	91393000	6
RP1-178F10.3	1	ENST00000577764	18324222	17
RP1-178F10.3	1	ENST00000623730	18325576	17
RP1-178F15.5	-1	ENST00000484413	153634049	1
RP1-178F15.5	-1	ENST00000472233	153634111	1
RP1-178F15.5	-1	ENST00000497086	153634340	1
RP1-182D15.2	-1	ENST00000427017	169810102	6
RP1-191L6.2	1	ENST00000445278	40121041	20
RP1-193H18.2	1	ENST00000588041	69551358	17
RP1-193H18.3	-1	ENST00000585537	69501755	17
RP1-197B17.4	1	ENST00000614562	47731908	12
RP1-197B17.6	-1	ENST00000617498	47735709	12
RP1-200K18.1	-1	ENST00000417654	152805128	6
RP1-200K18.1	-1	ENST00000456715	152831913	6
RP1-205F14P.1	-1	ENST00000625043	27415205	22
RP1-205F14P.1	-1	ENST00000623572	27419713	22
RP1-206D15.6	1	ENST00000392097	169486076	1
RP1-209A6.1	-1	ENST00000420572	23031780	6
RP1-20N2.8	1	ENST00000591892	143484979	6
RP1-212P9.2	1	ENST00000443593	28867575	1
RP1-213J1P__B.1	-1	ENST00000440255	27714970	22
RP1-213J1P__B.2	1	ENST00000422833	27707580	22
RP1-223B1.1	-1	ENST00000443445	3624747	6
RP1-224A6.3	-1	ENST00000455966	22024968	1
RP1-224A6.9	1	ENST00000606754	22100613	1
RP1-225E12.3	-1	ENST00000585874	139245524	6
RP1-225E12.3	-1	ENST00000617538	139260326	6
RP1-225E12.3	-1	ENST00000621913	139270561	6
RP1-225E12.3	-1	ENST00000612486	139276848	6
RP1-225E12.3	-1	ENST00000616537	139277181	6
RP1-228P16.3	-1	ENST00000546804	48011227	12
RP1-228P16.3	-1	ENST00000552958	48011227	12
RP1-228P16.5	-1	ENST00000547602	48025382	12
RP1-228P16.8	-1	ENST00000616571	48040761	12
RP1-230L10.1	1	ENST00000452944	163703904	6
RP1-231P7P.1	-1	ENST00000415655	27573573	22
RP1-232L24.3	1	ENST00000429444	79420297	6
RP1-234P15.4	1	ENST00000438676	75285014	6
RP1-234P15.4	1	ENST00000607221	75285033	6
RP1-234P15.4	1	ENST00000607799	75285046	6
RP1-23E21.2	1	ENST00000452624	93070387	6
RP1-240K6.3	1	ENST00000515412	73462423	14
RP1-240K6.3	1	ENST00000561382	73462498	14
RP1-249F5.3	1	ENST00000434562	159899186	6
RP1-249H1.2	-1	ENST00000456424	113837368	6
RP1-249I4.2	1	ENST00000458693	109826522	6
RP1-251I12.1	-1	ENST00000502680	15117007	5
RP1-251M9.2	1	ENST00000420825	10960151	10
RP1-257A7.5	-1	ENST00000606393	13290490	6
RP1-257I9.2	-1	ENST00000453579	155381183	6
RP1-261G23.5	-1	ENST00000424283	43737834	6
RP1-265C24.8	1	ENST00000565046	28136849	6
RP1-269M15.3	1	ENST00000611791	43190101	20
RP1-269M15.3	1	ENST00000430025	43190222	20
